,offence,Highest Offense Code,Occurred Date Time,Date,Time,LocType,Address,Zip Code,Council District,X,Y,Latitude,Longitude,Location
33928,THEFT,600,02-04-2019 14:10,04-02-2019,1410,RESIDENCE / HOME,2601 S PLEASANT VALLEY RD,78741,3,3119369,3119369,30.22642499,-97.72791034,"(30.22642499, -97.72791034)"
33945,BURGLARY OF VEHICLE,601,02/21/2019 04:00:00 PM,21-02-2019,1600,RESIDENCE / HOME,7201 S CONGRESS AVE,78745,2,3103136,3103136,30.18703535,-97.78036385,"(30.18703535, -97.78036385)"
33954,AGG ASSAULT,402,03-08-2019 21:08,08-03-2019,2108,STREETS / HWY / ROAD / ALLEY,4700 LOYOLA LN,78723,1,3138094,3138094,30.30965417,-97.66630649,"(30.30965417, -97.66630649)"
33966,BURGLARY OF VEHICLE,601,02/21/2019 04:22:00 PM,21-02-2019,1622,PARKING LOTS / GARAGE,2309 BERKELEY AVE,78745,5,3094586,3094586,30.20938972,-97.8068472,"(30.20938972, -97.8068472)"
33977,THEFT BY SHOPLIFTING,607,02-09-2019 09:15,09-02-2019,915,SPECIALTY  STORE (TV  FUR ETC.),9314 N LAMAR BLVD,78758,4,3127855,3127855,30.36276165,-97.69731269,"(30.36276165, -97.69731269)"
34037,BURGLARY OF VEHICLE,601,03/13/2019 02:00:00 AM,13-03-2019,200,RESIDENCE / HOME,1034 CLAYTON LN,78723,1,3126341,3126341,30.31954409,-97.70329309,"(30.31954409, -97.70329309)"
34043,THEFT,600,03-01-2019 17:03,01-03-2019,1703,RESTAURANTS,3573 FAR WEST BLVD,78731,10,3109749,3109749,30.35398302,-97.75497315,"(30.35398302, -97.75497315)"
34057,THEFT BY SHOPLIFTING,607,01/24/2019 11:32:00 AM,24-01-2019,1132,COMMERCIAL / OFFICE BUILDING,8601 RESEARCH BLVD NB,78758,4,3122063,3122063,30.36256043,-97.71568839,"(30.36256043, -97.71568839)"
34065,BURGLARY OF VEHICLE,601,03-08-2019 00:01,08-03-2019,1,PARKING LOTS / GARAGE,600 E 53RD ST,78751,4,3122091,3122091,30.31594103,-97.71686429,"(30.31594103, -97.71686429)"
34069,THEFT,600,01-09-2019 13:00,09-01-2019,1300,GROCERY / SUPERMARKET,2508 E RIVERSIDE DR,78741,3,3120958,3120958,30.23581427,-97.72262391,"(30.23581427, -97.72262391)"
34070,THEFT BY SHOPLIFTING,607,03-11-2019 11:52,11-03-2019,1152,DEPARTMENT / DISCOUNT STORE,2025 GUADALUPE ST,78705,9,3114547,3114547,30.28362462,-97.74164752,"(30.28362462, -97.74164752)"
34075,THEFT,600,02-05-2019 14:30,05-02-2019,1430,RESIDENCE / HOME,3201 CENTURY PARK BLVD,78727,7,3126988,3126988,30.43469195,-97.69809716,"(30.43469195, -97.69809716)"
34091,BURGLARY OF VEHICLE,601,03-01-2019 21:00,01-03-2019,2100,RESIDENCE / HOME,2306 WICKERSHAM LN,78741,3,3121199,3121199,30.22943519,-97.72203304,"(30.22943519, -97.72203304)"
34094,THEFT,600,03-09-2019 01:00,09-03-2019,100,BAR / NIGHT CLUB,503 COLORADO ST,78701,9,3113880,3113880,30.26786971,-97.74418386,"(30.26786971, -97.74418386)"
34144,THEFT,600,03-08-2019 09:00,08-03-2019,900,RESIDENCE / HOME,10728 THOROUGHBRED DR,78748,5,3094952,3094952,30.15101404,-97.80721477,"(30.15101404, -97.80721477)"
34155,DEADLY CONDUCT,408,02/17/2019 08:00:00 PM,17-02-2019,2000,STREETS / HWY / ROAD / ALLEY,6700 LOYOLA LN,78724,1,3144613,3144613,30.29929416,-97.64593012,"(30.29929416, -97.64593012)"
34183,BURGLARY OF VEHICLE,601,03-04-2019 07:00,04-03-2019,700,PARKING LOTS / GARAGE,620 S 1ST ST,78704,9,3111492,3111492,30.25698841,-97.75204121,"(30.25698841, -97.75204121)"
34188,BURGLARY OF RESIDENCE,500,03-12-2019 21:30,12-03-2019,2130,RESIDENCE / HOME,4037 THREADGILL ST,78723,9,3127421,3127421,30.29272501,-97.70060099,"(30.29272501, -97.70060099)"
34198,BURGLARY OF VEHICLE,601,03-09-2019 00:50,09-03-2019,50,STREETS / HWY / ROAD / ALLEY,1400 E 5TH ST,78702,3,3118851,3118851,30.26297108,-97.72856532,"(30.26297108, -97.72856532)"
34209,BURGLARY OF RESIDENCE,500,03-11-2019 10:55,11-03-2019,1055,RESIDENCE / HOME,103 W FAWNRIDGE DR,78753,4,3128491,3128491,30.35829458,-97.69541769,"(30.35829458, -97.69541769)"
34232,THEFT BY SHOPLIFTING,607,03/13/2019 02:30:00 PM,13-03-2019,1430,DEPARTMENT / DISCOUNT STORE,10515 N MOPAC EXPY SVRD NB,78758,7,3116529,3116529,30.39417998,-97.73238754,"(30.39417998, -97.73238754)"
34249,THEFT,600,03/14/2019 02:07:00 AM,14-03-2019,207,CONVENIENCE STORE,863 AIRPORT BLVD,78721,3,3130031,3130031,30.25926124,-97.69324431,"(30.25926124, -97.69324431)"
34347,THEFT,600,03-11-2019 18:33,11-03-2019,1833,GAS / SERVICE STATIONS,3848 AIRPORT BLVD,78722,9,3125168,3125168,30.28946561,-97.70783022,"(30.28946561, -97.70783022)"
34390,BURGLARY OF VEHICLE,601,03-12-2019 23:00,12-03-2019,2300,RESTAURANTS,7604 N IH 35 SVRD SB,78752,4,3126588,3126588,30.3381816,-97.70200179,"(30.3381816, -97.70200179)"
34397,THEFT BY SHOPLIFTING,607,02/20/2019 12:47:00 PM,20-02-2019,1247,CONVENIENCE STORE,8201 N LAMAR BLVD,78753,4,3124479,3124479,30.3508038,-97.70834566,"(30.3508038, -97.70834566)"
34413,BURGLARY OF VEHICLE,601,03-02-2019 14:00,02-03-2019,1400,RESIDENCE / HOME,2308 WICKERSHAM LN,78741,3,3121166,3121166,30.22886006,-97.7221531,"(30.22886006, -97.7221531)"
34415,BURGLARY OF VEHICLE,601,03-11-2019 07:37,11-03-2019,737,HOTEL / MOTEL / ETC.,13087 N US 183 HWY NB,78729,6,3101304,3101304,30.43992345,-97.77947961,"(30.43992345, -97.77947961)"
34482,THEFT FROM PERSON,610,03-11-2019 17:19,11-03-2019,1719,STREETS / HWY / ROAD / ALLEY,E 6TH ST / NECHES ST,78701,9,3115761,3115761,30.26678161,-97.73825313,"(30.26678161, -97.73825313)"
34505,AUTO THEFT,700,01-08-2019 14:22,08-01-2019,1422,HOTEL / MOTEL / ETC.,6201 E US 290 HWY SVRD EB,78723,1,3126486,3126486,30.32143685,-97.70278181,"(30.32143685, -97.70278181)"
34512,THEFT OF BICYCLE,609,03-10-2019 17:50,10-03-2019,1750,PARKING LOTS / GARAGE,903 ROMERIA DR,78757,7,3119340,3119340,30.33018721,-97.7252002,"(30.33018721, -97.7252002)"
34514,THEFT,600,03-09-2019 16:30,09-03-2019,1630,COMMUNITY CENTER,701 CONGRESS AVE,78701,9,3114566,3114566,30.26905177,-97.74197853,"(30.26905177, -97.74197853)"
34602,THEFT BY SHOPLIFTING,607,01/25/2019 10:45:00 AM,25-01-2019,1045,DEPARTMENT / DISCOUNT STORE,10515 N MOPAC EXPY NB,78758,7,3116531,3116531,30.39160418,-97.73245068,"(30.39160418, -97.73245068)"
34608,BURGLARY OF VEHICLE,601,02/20/2019 08:00:00 PM,20-02-2019,2000,RESIDENCE / HOME,911 BATTLE BEND BLVD,78745,3,3108412,3108412,30.20346379,-97.76322386,"(30.20346379, -97.76322386)"
34646,THEFT FROM AUTO,603,02/26/2019 10:00:00 PM,26-02-2019,2200,RESIDENCE / HOME,7330 BLUFF SPRINGS RD,78744,2,3106388,3106388,30.17952332,-97.77026779,"(30.17952332, -97.77026779)"
34653,BURGLARY OF RESIDENCE,500,03/13/2019 07:45:00 PM,13-03-2019,1945,RESIDENCE / HOME,2900 SUNRIDGE DR,78741,3,3119729,3119729,30.22146491,-97.72690401,"(30.22146491, -97.72690401)"
34661,THEFT,600,03-11-2019 00:00,11-03-2019,0,CONVENIENCE STORE,2820 S LAMAR BLVD,78704,5,3102036,3102036,30.24417922,-97.78233759,"(30.24417922, -97.78233759)"
34675,THEFT BY SHOPLIFTING,607,03-09-2019 19:00,09-03-2019,1900,GROCERY / SUPERMARKET,14028 N US 183 HWY SVRD SB,78613,6,3093585,3093585,30.47739753,-97.80299687,"(30.47739753, -97.80299687)"
34680,THEFT,600,02/21/2019 04:29:00 PM,21-02-2019,1629,DEPARTMENT / DISCOUNT STORE,10107 RESEARCH BLVD SVRD NB,78759,7,3112263,3112263,30.39377728,-97.74593295,"(30.39377728, -97.74593295)"
34711,BURGLARY OF VEHICLE,601,03-12-2019 23:00,12-03-2019,2300,PARKING LOTS / GARAGE,7604 N IH 35 SVRD SB,78752,4,3126588,3126588,30.3381816,-97.70200179,"(30.3381816, -97.70200179)"
34740,BURGLARY OF VEHICLE,601,03-11-2019 16:40,11-03-2019,1640,PARKING LOTS / GARAGE,1148 AIRPORT BLVD,78702,3,3128224,3128224,30.27288122,-97.69859769,"(30.27288122, -97.69859769)"
34808,THEFT OF AUTO PARTS,604,01/31/2019 06:00:00 PM,31-01-2019,1800,PARKING LOTS / GARAGE,4404 E OLTORF ST,78741,3,3119889,3119889,30.22706496,-97.72624614,"(30.22706496, -97.72624614)"
34814,THEFT,600,03-03-2019 10:00,03-03-2019,1000,HOTEL / MOTEL / ETC.,110 E 2ND ST,78701,9,3114154,3114154,30.26438313,-97.74340922,"(30.26438313, -97.74340922)"
34822,AUTO THEFT,700,03-03-2019 09:00,03-03-2019,900,STREETS / HWY / ROAD / ALLEY,1900 BLOCK FARO DR,78741,3,3124208,3124208,30.22986187,-97.71249113,"(30.22986187, -97.71249113)"
34881,THEFT OF LICENSE PLATE,614,03-11-2019 14:00,11-03-2019,1400,PARKING LOTS / GARAGE,10301 FM 2222 RD,78730,10,3082798,3082798,30.39151787,-97.83947264,"(30.39151787, -97.83947264)"
34946,BURGLARY OF VEHICLE,601,03-02-2019 22:30,02-03-2019,2230,STREETS / HWY / ROAD / ALLEY,1130 GARLAND AVE,78721,3,3132490,3132490,30.27029646,-97.68515086,"(30.27029646, -97.68515086)"
34978,BURGLARY OF VEHICLE,601,03-07-2019 20:00,07-03-2019,2000,STREETS / HWY / ROAD / ALLEY,1102 S CONGRESS AVE,78704,9,3112686,3112686,30.25416334,-97.74833407,"(30.25416334, -97.74833407)"
34984,THEFT OF BICYCLE,609,02-09-2019 19:00,09-02-2019,1900,SPECIALTY  STORE (TV  FUR ETC.),9614 N LAMAR BLVD,78758,4,3128437,3128437,30.36613227,-97.69537459,"(30.36613227, -97.69537459)"
34994,AUTO THEFT,700,01/26/2019 12:18:00 PM,26-01-2019,1218,PARKING LOTS / GARAGE,5102 AVENUE F,78751,9,3120273,3120273,30.31587429,-97.72262935,"(30.31587429, -97.72262935)"
34997,BURGLARY OF RESIDENCE,500,03-08-2019 16:30,08-03-2019,1630,RESIDENCE / HOME,1521 REAGAN HILL DR,78752,4,3130766,3130766,30.32573466,-97.68909512,"(30.32573466, -97.68909512)"
35008,THEFT,600,03-04-2019 13:39,04-03-2019,1339,RESIDENCE / HOME,5305 GROVER AVE,78756,7,3116761,3116761,30.32352231,-97.7335567,"(30.32352231, -97.7335567)"
35027,THEFT,600,03-12-2019 06:30,12-03-2019,630,COMMERCIAL / OFFICE BUILDING,5604 CAMERON RD,78723,4,3126151,3126151,30.31410551,-97.70404363,"(30.31410551, -97.70404363)"
35048,BURGLARY OF RESIDENCE,500,03-10-2019 17:45,10-03-2019,1745,RESIDENCE / HOME,40 WALLER ST,78702,3,3116801,3116801,30.25461997,-97.73528518,"(30.25461997, -97.73528518)"
35050,BURGLARY NON RESIDENCE,502,03-09-2019 09:57,09-03-2019,957,OTHER / UNKNOWN,5220 W US 290 HWY SVRD WB,78735,8,3086183,3086183,30.23732906,-97.83273247,"(30.23732906, -97.83273247)"
35059,BURGLARY NON RESIDENCE,502,02-08-2019 17:00,08-02-2019,1700,RENTAL STORAGE FACILITY,6512 MC NEIL DR,78729,6,3109189,3109189,30.439591,-97.75446029,"(30.439591, -97.75446029)"
35077,AUTO THEFT,700,03-01-2019 16:00,01-03-2019,1600,PARKING LOTS / GARAGE,909 REINLI ST,78751,4,3124191,3124191,30.31933181,-97.71011487,"(30.31933181, -97.71011487)"
35105,AUTO THEFT,700,01-11-2019 06:10,11-01-2019,610,STREETS / HWY / ROAD / ALLEY,5606 PURPLE SAGE DR,78724,1,3141952,3141952,30.30942952,-97.65408308,"(30.30942952, -97.65408308)"
35137,BURGLARY OF VEHICLE,601,03-08-2019 20:00,08-03-2019,2000,PARKING LOTS / GARAGE,9900 S IH 35 SVRD SB,78748,5,3099324,3099324,30.15721112,-97.79321607,"(30.15721112, -97.79321607)"
35242,BURGLARY OF VEHICLE,601,03-09-2019 14:30,09-03-2019,1430,PARKING LOTS / GARAGE,6301 W SLAUGHTER LN,78739,8,3069799,3069799,30.20229012,-97.8855159,"(30.20229012, -97.8855159)"
35244,THEFT BY SHOPLIFTING,607,02-01-2019 14:30,01-02-2019,1430,COMMERCIAL / OFFICE BUILDING,8607 RESEARCH BLVD SVRD NB,78758,4,3121678,3121678,30.36226921,-97.71691737,"(30.36226921, -97.71691737)"
35260,AGG ROBBERY/DEADLY WEAPON,300,03-01-2019 18:30,01-03-2019,1830,PARKING LOTS / GARAGE,3401 RED RIVER ST,78705,9,3119664,3119664,30.29278757,-97.72518396,"(30.29278757, -97.72518396)"
35270,BURG NON RESIDENCE SHEDS,504,03-04-2019 10:07,04-03-2019,1007,RESIDENCE / HOME,1100 W MONROE ST,78704,9,3108687,3108687,30.25194973,-97.7610621,"(30.25194973, -97.7610621)"
35274,BURGLARY OF VEHICLE,601,02/14/2019 01:30:00 PM,14-02-2019,1330,OTHER / UNKNOWN,9900 S IH 35 SVRD SB,78748,5,3099324,3099324,30.15721112,-97.79321607,"(30.15721112, -97.79321607)"
35284,THEFT BY SHOPLIFTING,607,02/22/2019 02:30:00 PM,22-02-2019,1430,DEPARTMENT / DISCOUNT STORE,9616 N LAMAR BLVD,78758,4,3128359,3128359,30.36679433,-97.69560388,"(30.36679433, -97.69560388)"
35313,THEFT,600,03-10-2019 18:47,10-03-2019,1847,STREETS / HWY / ROAD / ALLEY,600 RED RIVER ST,78701,9,3116085,3116085,30.26658765,-97.73723176,"(30.26658765, -97.73723176)"
35319,AUTO THEFT,700,02/15/2019 06:30:00 PM,15-02-2019,1830,PARKING LOTS / GARAGE,412 E WILLIAM CANNON DR,78745,2,3104793,3104793,30.19259606,-97.77497082,"(30.19259606, -97.77497082)"
35331,AUTO THEFT,700,02-11-2019 23:30,11-02-2019,2330,COMMERCIAL / OFFICE BUILDING,304 E BEN WHITE BLVD SVRD WB,78704,3,3108962,3108962,30.22221444,-97.76098307,"(30.22221444, -97.76098307)"
35341,THEFT,600,03/13/2019 01:30:00 PM,13-03-2019,1330,HOTEL / MOTEL / ETC.,500 E 4TH ST,78701,9,3115657,3115657,30.265062,-97.73862887,"(30.265062, -97.73862887)"
35342,BURGLARY NON RESIDENCE,502,02/18/2019 10:30:00 AM,18-02-2019,1030,RESIDENCE / HOME,1814 COLONY CREEK DR,78758,4,3121943,3121943,30.36983064,-97.71587168,"(30.36983064, -97.71587168)"
35345,BURGLARY OF RESIDENCE,500,02-01-2019 12:00,01-02-2019,1200,RESIDENCE / HOME,4702 RICHMOND AVE,78745,5,3101670,3101670,30.22026246,-97.78412834,"(30.22026246, -97.78412834)"
35357,BURGLARY OF VEHICLE,601,03-07-2019 15:00,07-03-2019,1500,PARKING LOTS / GARAGE,4600 MUELLER BLVD,78723,9,3125013,3125013,30.29948141,-97.70804903,"(30.29948141, -97.70804903)"
35358,BURGLARY OF VEHICLE,601,03-01-2019 00:00,01-03-2019,0,PARKING LOTS / GARAGE,9617 GREAT HILLS TRL,78759,10,3109745,3109745,30.39443285,-97.75390414,"(30.39443285, -97.75390414)"
35362,THEFT BY SHOPLIFTING,607,02/18/2019 02:25:00 PM,18-02-2019,1425,GROCERY / SUPERMARKET,10710 RESEARCH BLVD SVRD SB,78759,10,3112026,3112026,30.39854797,-97.74655687,"(30.39854797, -97.74655687)"
35371,AGG ASLT STRANGLE/SUFFOCATE,410,03-04-2019 15:37,04-03-2019,1537,RESIDENCE / HOME,501 DEEN AVE,78753,4,3126957,3126957,30.35491448,-97.70037506,"(30.35491448, -97.70037506)"
35377,BURGLARY OF VEHICLE,601,03-11-2019 19:00,11-03-2019,1900,PARKING LOTS / GARAGE,9070 RESEARCH BLVD SVRD SB,78757,7,3118184,3118184,30.37337463,-97.72769902,"(30.37337463, -97.72769902)"
35408,BURGLARY OF VEHICLE,601,03-03-2019 00:00,03-03-2019,0,PARKING LOTS / GARAGE,8008 S CONGRESS AVE,78748,2,3101950,3101950,30.17894055,-97.78433209,"(30.17894055, -97.78433209)"
35419,AGG ROBBERY/DEADLY WEAPON,300,02-12-2019 21:41,12-02-2019,2141,CONVENIENCE STORE,2800 W WILLIAM CANNON DR,78745,5,3091076,3091076,30.20875901,-97.81797822,"(30.20875901, -97.81797822)"
35468,BURGLARY OF VEHICLE,601,03-03-2019 01:30,03-03-2019,130,PARKING LOTS / GARAGE,5100 W US 290 HWY SVRD WB,78735,8,3088277,3088277,30.23800215,-97.82608234,"(30.23800215, -97.82608234)"
35472,AGG ASLT STRANGLE/SUFFOCATE,410,03/14/2019 03:15:00 AM,14-03-2019,315,RESIDENCE / HOME,1200 E PARMER LN,78753,7,3141599,3141599,30.39495724,-97.65282634,"(30.39495724, -97.65282634)"
35479,THEFT,600,02/18/2019 06:53:00 AM,18-02-2019,653,RESIDENCE / HOME,6600 ED BLUESTEIN BLVD SB,78723,1,3139606,3139606,30.30551917,-97.66162802,"(30.30551917, -97.66162802)"
35492,THEFT,600,03-09-2019 00:00,09-03-2019,0,BAR / NIGHT CLUB,214 W 4TH ST,78701,9,3113493,3113493,30.26706981,-97.74543152,"(30.26706981, -97.74543152)"
35501,AUTO THEFT,700,03-11-2019 19:24,11-03-2019,1924,STREETS / HWY / ROAD / ALLEY,2316 QUICKSILVER BLVD,78744,2,3108146,3108146,30.1766795,-97.76477826,"(30.1766795, -97.76477826)"
35521,AUTO THEFT,700,02/25/2019 12:00:00 AM,25-02-2019,0,RESIDENCE / HOME,4600 NUCKOLS CROSSING RD,78744,2,3117292,3117292,30.1996283,-97.73520938,"(30.1996283, -97.73520938)"
35525,BURGLARY NON RESIDENCE,502,03/13/2019 07:58:00 PM,13-03-2019,1958,RENTAL STORAGE FACILITY,11703 N LAMAR BLVD,78753,7,3131928,3131928,30.38644892,-97.68374375,"(30.38644892, -97.68374375)"
35528,BURGLARY OF VEHICLE,601,02/20/2019 10:30:00 AM,20-02-2019,1030,DEPARTMENT / DISCOUNT STORE,3600 S IH 35 SVRD SB,78704,3,3112780,3112780,30.22235873,-97.74888756,"(30.22235873, -97.74888756)"
35539,AGG ROBBERY/DEADLY WEAPON,300,03-10-2019 23:53,10-03-2019,2353,RESIDENCE / HOME,2601 SCOFIELD RIDGE PKWY,78727,7,3127388,3127388,30.4287284,-97.69699068,"(30.4287284, -97.69699068)"
35566,THEFT,600,02-09-2019 06:00,09-02-2019,600,PARKING LOTS / GARAGE,7801 N LAMAR BLVD NB,78752,4,3123051,3123051,30.34538494,-97.71302143,"(30.34538494, -97.71302143)"
35587,THEFT,600,03-10-2019 16:38,10-03-2019,1638,GROCERY / SUPERMARKET,2701 E 7TH ST,78702,3,3124305,3124305,30.25955661,-97.71137775,"(30.25955661, -97.71137775)"
35594,THEFT OF TRAILER,613,03-03-2019 20:00,03-03-2019,2000,STREETS / HWY / ROAD / ALLEY,4508 DOVEWOOD DR,78744,2,3112332,3112332,30.18838698,-97.75121457,"(30.18838698, -97.75121457)"
35615,ROBBERY BY ASSAULT,303,03-04-2019 22:35,04-03-2019,2235,RESIDENCE / HOME,2901 SWEENEY LN,78723,1,3133925,3133925,30.30604697,-97.67962114,"(30.30604697, -97.67962114)"
35631,THEFT,600,03/13/2019 06:45:00 PM,13-03-2019,1845,DRUG STORE / DR. OFFICE / HOSPITAL,9801 MANCHACA RD,78748,5,3089810,3089810,30.17427882,-97.8228831,"(30.17427882, -97.8228831)"
35636,BURGLARY OF VEHICLE,601,03-12-2019 22:30,12-03-2019,2230,PARKING LOTS / GARAGE,700 E 7TH ST,78701,9,3116612,3116612,30.26744445,-97.73553891,"(30.26744445, -97.73553891)"
35639,THEFT FROM PERSON,610,03-02-2019 23:45,02-03-2019,2345,BAR / NIGHT CLUB,306 E 6TH ST,78701,9,3115225,3115225,30.2675829,-97.73992991,"(30.2675829, -97.73992991)"
35709,BURGLARY OF VEHICLE,601,03-08-2019 00:00,08-03-2019,0,PARKING LOTS / GARAGE,10001 S 1ST ST,78748,5,3097404,3097404,30.16103971,-97.79919221,"(30.16103971, -97.79919221)"
35718,THEFT,600,02/17/2019 07:10:00 PM,17-02-2019,1910,HOTEL / MOTEL / ETC.,2707 S IH 35 SVRD NB,78741,3,3114497,3114497,30.2290798,-97.74326956,"(30.2290798, -97.74326956)"
35734,BURGLARY OF VEHICLE,601,03-10-2019 16:31,10-03-2019,1631,STREETS / HWY / ROAD / ALLEY,2018 BRENTWOOD ST,78757,7,3115778,3115778,30.34124405,-97.73619613,"(30.34124405, -97.73619613)"
35745,BURGLARY OF VEHICLE,601,03/14/2019 07:43:00 PM,14-03-2019,1943,PARKING LOTS / GARAGE,120 E 5TH ST,78701,9,3114593,3114593,30.26685647,-97.74195191,"(30.26685647, -97.74195191)"
35747,THEFT OF LICENSE PLATE,614,03-10-2019 22:00,10-03-2019,2200,PARKING LOTS / GARAGE,1054 SPRINGDALE RD,78721,1,3129983,3129983,30.27185395,-97.69305203,"(30.27185395, -97.69305203)"
35748,BURGLARY NON RESIDENCE,502,03-12-2019 17:52,12-03-2019,1752,RESIDENCE / HOME,201 W ST JOHNS AVE,78752,4,3123712,3123712,30.33597408,-97.71118115,"(30.33597408, -97.71118115)"
35765,AUTO THEFT,700,02/19/2019 04:00:00 AM,19-02-2019,400,RESIDENCE / HOME,4314 GILLIS ST,78745,5,3102179,3102179,30.22671219,-97.78234604,"(30.22671219, -97.78234604)"
35782,THEFT BY SHOPLIFTING,607,02-11-2019 19:27,11-02-2019,1927,DEPARTMENT / DISCOUNT STORE,3311 ESPERANZA XING,78758,7,3118196,3118196,30.40007896,-97.72693922,"(30.40007896, -97.72693922)"
35786,THEFT,600,03-12-2019 23:00,12-03-2019,2300,OTHER / UNKNOWN,E 6TH ST / TRINITY ST,78701,9,3115415,3115415,30.26706768,-97.73934174,"(30.26706768, -97.73934174)"
35788,BURGLARY OF VEHICLE,601,02/22/2019 10:00:00 PM,22-02-2019,2200,RESIDENCE / HOME,1215 W SLAUGHTER LN,78748,5,3092521,3092521,30.17309049,-97.81433268,"(30.17309049, -97.81433268)"
35797,BURGLARY OF VEHICLE,601,03-01-2019 19:00,01-03-2019,1900,PARKING LOTS / GARAGE,2901 S CAPITAL OF TEXAS HWY NB,78746,8,3094135,3094135,30.25788603,-97.80700704,"(30.25788603, -97.80700704)"
35812,BURGLARY OF VEHICLE,601,03-01-2019 01:00,01-03-2019,100,OTHER / UNKNOWN,1515 WICKERSHAM LN,78741,3,3122306,3122306,30.23496305,-97.7183772,"(30.23496305, -97.7183772)"
35815,AUTO THEFT,700,02/26/2019 04:45:00 AM,26-02-2019,445,RESIDENCE / HOME,3308 BLUMIE ST,78745,5,3086508,3086508,30.20351692,-97.83257861,"(30.20351692, -97.83257861)"
35820,BURGLARY OF VEHICLE,601,03-11-2019 22:42,11-03-2019,2242,PARKING LOTS / GARAGE,7604 N IH 35 SVRD SB,78752,4,3126588,3126588,30.3381816,-97.70200179,"(30.3381816, -97.70200179)"
35863,BURGLARY OF VEHICLE,601,03-10-2019 22:00,10-03-2019,2200,STREETS / HWY / ROAD / ALLEY,E 5TH ST / RED RIVER ST,78701,9,3116012,3116012,30.26553403,-97.73749138,"(30.26553403, -97.73749138)"
35872,BURGLARY OF RESIDENCE,500,03-08-2019 16:00,08-03-2019,1600,RESIDENCE / HOME,5219 TAHOE TRL,78745,5,3095282,3095282,30.22423412,-97.80425464,"(30.22423412, -97.80425464)"
35885,THEFT OF AUTO PARTS,604,02-08-2019 02:00,08-02-2019,200,OTHER / UNKNOWN,12151 N IH 35 SVRD NB,78753,1,3135985,3135985,30.39438783,-97.67065387,"(30.39438783, -97.67065387)"
35904,BURGLARY OF RESIDENCE,500,01/31/2019 06:30:00 AM,31-01-2019,630,RESIDENCE / HOME,3108 COLLINS CREEK DR,78741,3,3117791,3117791,30.2217298,-97.73303453,"(30.2217298, -97.73303453)"
35927,THEFT,600,03-12-2019 13:41,12-03-2019,1341,DEPARTMENT / DISCOUNT STORE,9300 S IH 35 SVRD SB,78748,5,3100423,3100423,30.16548757,-97.78952006,"(30.16548757, -97.78952006)"
35931,BURGLARY OF VEHICLE,601,03-12-2019 22:00,12-03-2019,2200,RESIDENCE / HOME,411 W JOHANNA ST,78704,9,3110503,3110503,30.24485208,-97.75549853,"(30.24485208, -97.75549853)"
35936,BURGLARY OF VEHICLE,601,03-02-2019 15:00,02-03-2019,1500,PARKING LOTS / GARAGE,7625 E BEN WHITE BLVD SVRD EB,78744,2,3131137,3131137,30.21729993,-97.69088863,"(30.21729993, -97.69088863)"
35940,BURGLARY OF VEHICLE,601,03-02-2019 19:50,02-03-2019,1950,STREETS / HWY / ROAD / ALLEY,E 7TH ST / SAN MARCOS ST,78702,3,3117826,3117826,30.26589307,-97.73173415,"(30.26589307, -97.73173415)"
36012,THEFT,600,01/27/2019 12:00:00 PM,27-01-2019,1200,RESIDENCE / HOME,13145 N US 183 HWY SVRD NB,78729,6,3100975,3100975,30.44145885,-97.78048323,"(30.44145885, -97.78048323)"
36015,BURGLARY OF VEHICLE,601,02-05-2019 21:30,05-02-2019,2130,OTHER / UNKNOWN,4301 W WILLIAM CANNON DR,78749,8,3084128,3084128,30.22138038,-97.8396534,"(30.22138038, -97.8396534)"
36032,THEFT FROM AUTO,603,02-04-2019 22:00,04-02-2019,2200,PARKING LOTS / GARAGE,2600 SCOFIELD RIDGE PKWY,78727,7,3127448,3127448,30.43063218,-97.69674817,"(30.43063218, -97.69674817)"
36067,THEFT BY SHOPLIFTING,607,03-04-2019 13:22,04-03-2019,1322,DEPARTMENT / DISCOUNT STORE,13749 N US 183 HWY SVRD NB,78729,6,3096960,3096960,30.46066516,-97.79272128,"(30.46066516, -97.79272128)"
36071,AGG ASSAULT,402,03-10-2019 15:10,10-03-2019,1510,STREETS / HWY / ROAD / ALLEY,3111 PARKER LN,78741,3,3114950,3114950,30.22356137,-97.74198286,"(30.22356137, -97.74198286)"
36075,BURGLARY OF VEHICLE,601,03-08-2019 11:00,08-03-2019,1100,DEPARTMENT / DISCOUNT STORE,500 E BEN WHITE BLVD SVRD WB,78704,3,3110370,3110370,30.22111053,-97.75655337,"(30.22111053, -97.75655337)"
36091,BURGLARY OF VEHICLE,601,03-08-2019 11:15,08-03-2019,1115,RESIDENCE / HOME,8800 S 1ST ST,78748,2,3097309,3097309,30.17520226,-97.79912153,"(30.17520226, -97.79912153)"
